uuid,timestamp,caller_id,call_type,duration
64AC2F8D-2D65-4B0D-87B0-E3699C928256,2024-08-14T17:35:25.063053,,cellular,0
BEEE584A-CA7D-4721-AB2D-9F6CCBBFA92B,2024-08-14T17:52:20.059700,,cellular,0
DC07591C-1B2F-4E8F-8DE9-260166A98E91,2024-08-14T17:56:01.067792,,cellular,0
F5DFD600-B86B-4745-B119-A489D269CE9F,2024-08-14T18:01:25.066108,,cellular,0
E803A505-3271-40BC-BD1B-AD00D36BB5D7,2024-08-14T18:03:59.063919,,cellular,0
83CBD90A-25B6-4666-B346-AE827B5DCC7D,2024-08-14T18:59:02.067432,,cellular,0
2A39C024-F580-410C-A460-687D9AB9ECAB,2024-08-14T21:54:25.067856,,cellular,0
E5040BCD-F66A-4167-92F1-6C4964966060,2024-08-14T21:56:36.067499,,cellular,0
954627AA-5F79-4FE5-9E81-5CA70984DAF1,2024-08-14T22:19:54.074850,,cellular,0
ABF2D95C-24EC-4B73-B271-07D7660C7CAD,2024-08-14T22:25:14.073921,,cellular,0
C7F0D9A9-E9B9-47FF-B56E-4822228273A9,2024-08-15T00:42:02.100575,,cellular,0
A15DE33C-C22F-4F85-9FC6-15CE91AB23A3,2024-08-15T00:58:53.053236,,cellular,0
4AFD6243-85D7-4B76-B713-80F38E2FEBC7,2024-08-15T02:38:17.068269,,cellular,0
98BA4513-1925-44E2-AD77-648140F6978C,2024-08-15T02:44:28.047162,,cellular,0
106F23B6-A661-4616-A1C0-B521D6632DE0,2024-08-15T09:32:13.057636,,cellular,0
0EAF5D19-0EF1-4008-836F-B208384ECAA3,2024-08-15T12:33:03.050314,,cellular,0
CF85F1BF-6193-4894-84D1-17410D2F1554,2024-08-15T13:55:20.065434,,cellular,0
31F43057-F989-46CF-9AD7-40F31DCA23D8,2024-08-15T14:09:38.054315,,cellular,0
A56F3ECB-D80B-497A-828A-033E8B6D42E3,2024-08-15T14:43:42.065408,,cellular,0
83B39F89-7D65-417A-95A5-7110A0AF9975,2024-08-15T15:00:15.055948,,cellular,0
3FB4B43E-07F7-4360-9B38-040EBD8BCB10,2024-08-15T15:05:40.057437,,cellular,0
9D16BB8E-BDF7-4D7F-89DD-B96BDF505FE2,2024-08-15T15:34:48.084673,,cellular,0
642BC74D-4AF8-464D-8236-9DA7D60D96CF,2024-08-15T15:39:49.078117,,cellular,0
B04F5377-EB1C-4F57-8DBC-D3B9270587B5,2024-08-15T16:15:02.105729,,cellular,0
7DAE2F3E-8E7B-41EF-9619-43EAF2E27634,2024-08-15T16:26:48.078050,,cellular,0
D481B40F-8537-46FD-93CC-BD07EE8AB83C,2024-08-15T17:18:59.079881,,cellular,0
9FFADDBB-8C61-4EBC-A837-546A422731E5,2024-08-15T18:05:00.227239,,cellular,0
E8573D5B-5AB4-47A3-AAEA-31AB1CE1439A,2024-08-15T18:11:04.058591,,cellular,0
13171C2D-2B56-4344-9653-88E25974C21A,2024-08-15T19:10:35.089954,,cellular,0
5B11BE52-E225-4CC7-B784-8D229C634DFC,2024-08-15T19:11:00.049842,,cellular,0
17B0A09E-859B-4E6F-9756-E46FBA84F8BB,2024-08-15T21:34:57.054598,,cellular,0
420BB057-6D63-4D16-BC00-5E15D54EBC5F,2024-08-15T23:05:42.057882,,cellular,0
401AD337-9B3B-4E8D-8105-9C2B2ADE83D9,2024-08-16T12:30:44.051476,,cellular,0
3DBC1F84-14AD-4F47-88A0-980DE673491A,2024-08-16T13:05:50.085323,,cellular,0
A466D12D-77CB-4280-9B7A-C8C6EEF002F8,2024-08-16T13:10:09.064705,,cellular,0
F5111802-E590-4674-9C7A-0B89AC089B82,2024-08-16T13:27:40.068085,,cellular,0
68D7EDB5-D6ED-4F83-BD37-FD40EEDC3D3B,2024-08-16T13:33:00.062390,,cellular,0
AD776582-AB3E-4B8C-88C2-EDCB102268D7,2024-08-16T13:40:19.069617,,cellular,0
C0301BB2-1156-45C5-887F-A94650A56240,2024-08-16T14:20:38.056658,,cellular,0
B0C518CC-2535-4F8A-B7EB-271536C3ED27,2024-08-16T14:24:28.074868,,cellular,0
26BE7FE4-7BFF-4620-B0E9-117A8F031C53,2024-08-16T14:46:37.070652,,cellular,0
8A283B02-F851-4665-B43F-E73D352C9867,2024-08-16T14:58:24.066047,,cellular,0
02AED20C-C9A7-4FFC-A020-F4FC82DF1C85,2024-08-16T17:19:50.083743,,cellular,0
CB12812C-FAB3-4EBB-B7E2-DEBCC3C1A426,2024-08-16T17:53:42.054054,,cellular,0
70B69CAD-814F-46D8-848B-E96A71E3B368,2024-08-16T17:54:58.062061,,cellular,0
20DB6F59-3AF6-4674-B661-C12CA97C6A45,2024-08-16T18:27:27.065783,,cellular,0
8472B9C7-2D67-4AA0-A69A-02172867536F,2024-08-16T18:56:51.052067,,cellular,0
0EC55CD2-90A3-4BFA-81B9-26D04BF5FCE4,2024-08-16T19:18:52.053712,,cellular,0
074D7346-5DB4-4B79-B70A-C1390D7FBE1C,2024-08-16T19:20:06.504987,,cellular,0
212915FF-26A0-4D67-9DB2-5EA0D1BD026B,2024-08-16T19:20:45.055480,,cellular,0
F0EA32B9-2FAF-45DD-BC5E-E5F79E7F8B4F,2024-08-16T19:33:49.366328,,cellular,0
BC56DA4D-87A2-446C-A83B-01F1BE692A93,2024-08-16T20:05:19.062262,,cellular,0
5956D82D-6201-42BF-8D30-63D684AA8B92,2024-08-16T20:05:42.069767,,cellular,0
80A01B30-3890-4391-A9F0-B0781F31CE4F,2024-08-16T20:14:27.049328,,cellular,0
33CD7C88-63F3-40D7-A697-2CDC443B7732,2024-08-16T20:15:50.045029,,cellular,0
45E45E7E-313B-4264-9CF3-8DD65E9DA5A9,2024-08-16T20:19:39.053973,,cellular,0
4775BBFC-13F4-4407-AE16-A45EF0BAB136,2024-08-16T21:24:48.050741,,cellular,0
4094BD28-E389-4C34-ACDB-99605E4C48FD,2024-08-16T21:53:46.047404,,cellular,0
456FF3BC-4B1B-475B-B027-31F258C237E0,2024-08-16T22:18:40.066233,,cellular,0
D76674A5-FA3C-4D53-A342-5593FA89E906,2024-08-16T22:22:30.070524,,cellular,0
DA31AAFC-B123-451B-8FCD-2E14E775EF2B,2024-08-17T01:56:23.083779,,cellular,0
2B890C75-C3DD-4EFB-8E7B-99671B491EC0,2024-08-17T01:58:39.047777,,cellular,0
6B827A91-B74F-4870-B3DA-F29875D1AC2C,2024-08-17T02:00:31.246622,,cellular,0
279D9268-29D4-4EF6-B269-5AA59CA73EB0,2024-08-17T02:00:45.072539,,cellular,0
B0799765-FB4C-46D7-AF67-4ABF2E853F05,2024-08-17T15:06:42.061826,,cellular,0
75511DE1-13DB-487F-860A-805D0D475B10,2024-08-17T15:14:56.039970,,cellular,0
7AA67922-CEFD-44E7-80D7-276EE3FB67FA,2024-08-17T17:03:24.058875,,cellular,0
93454CBC-74B5-4B16-A6BC-3D8909694049,2024-08-17T17:31:50.062443,,cellular,0
C1A4309E-D921-4DD5-BAB2-B8FB4EED5F0A,2024-08-17T17:40:33.073541,,cellular,0
7F4EB5BF-3ED9-4EBA-A463-9450DC38D96A,2024-08-17T19:33:23.048601,,cellular,0
1E169C31-47B2-4DAF-81D3-9DB66A096F70,2024-08-17T19:45:29.069962,,cellular,0
CA991EA7-8791-4A4F-BA07-64B1B9F5F7A9,2024-08-17T20:26:25.891418,,cellular,0
8DBED491-0014-46D0-8200-51B2BF0707FE,2024-08-17T20:26:59.056578,,cellular,0
DCBBE844-D92E-41D1-BE16-AB15F067AFE5,2024-08-17T20:29:02.070949,,cellular,0
2F7311D3-4BE7-4D6B-8EB0-8EC374348D68,2024-08-17T20:59:19.066901,,cellular,0
756CEC5A-D4B8-4044-BE7D-41934A485142,2024-08-17T20:59:30.064106,,cellular,0
79F28E31-EBC7-40D3-A443-3C24191D954F,2024-08-18T00:26:12.093937,,cellular,0
FA2E19A0-CCCB-475D-8046-B8D04ADA39F5,2024-08-18T01:39:25.095439,,cellular,0
74FABCF6-EE52-4B42-A894-4F3935C1511E,2024-08-18T16:10:00.055533,,cellular,0
D0621232-EF4D-4D95-B11B-DC80884CB654,2024-08-18T16:13:45.070763,,cellular,0
AECBC989-2D8A-4876-A1BE-69EC64CC0C63,2024-08-18T16:26:23.080113,,cellular,0
2C4CED4B-5DB2-48DF-A549-5CD5EB70FD01,2024-08-18T18:11:28.076045,,cellular,0
7ABC404A-C86B-40F9-BC9C-24A5A70BE18C,2024-08-18T18:14:49.597952,,cellular,0
5374C308-D911-4E7F-852F-7FC184703F28,2024-08-18T18:14:51.420227,,cellular,0
1318DCE8-8631-4204-BC70-FFFCBFD84D8A,2024-08-18T18:15:28.679081,,cellular,0
2C813277-9DF4-4530-961F-9A37AF5B2B9F,2024-08-18T21:17:06.354792,,cellular,0
57316B0D-9DCD-411A-8281-248B86EEA7BB,2024-08-18T21:59:21.032754,,cellular,0
B7846EAE-5F7E-4E2E-BEAB-55B54174C213,2024-08-19T01:20:17.044147,,cellular,0
2B837BA1-8D22-41BF-9B0D-EAB07025CA2F,2024-08-19T01:27:33.051382,,cellular,0
51FB6764-56FC-47CE-A929-AB9AFF9D33CC,2024-08-19T07:51:19.113800,,cellular,0
6C402274-E668-489E-841C-AB531E4E7646,2024-08-19T07:56:09.585148,,facetime,0
AF0EE708-F777-4D46-8184-C394027FFB35,2024-08-19T10:22:27.037836,,cellular,0
C3BA42C4-981A-4933-82DA-7105A2836468,2024-08-19T10:35:29.046258,,cellular,0
AD86253C-DEEC-4E9F-9C72-D44370129009,2024-08-19T13:30:15.047463,,cellular,0
FD884439-3FEA-47A6-B1C4-1BB06B06C58D,2024-08-19T14:51:25.062623,,cellular,0
E9D74EE4-BC4E-4246-980C-44739693624F,2024-08-19T15:51:12.047529,,cellular,0
20C1D78A-1344-4B47-86E1-4E3788A63654,2024-08-19T16:03:12.075235,,cellular,0
B340F3D1-CA01-4823-9E02-7853DA1E7B1D,2024-08-19T16:15:44.054734,,cellular,0
2E7231C8-C01F-45F5-B520-EF82C06779F7,2024-08-19T16:16:43.064376,,cellular,0
1E71A6CB-B5B0-4C99-A62F-36337AB33D94,2024-08-19T16:49:36.054829,,cellular,0
3CD86D25-2B64-43BF-A9E1-A147B3AE2B17,2024-08-19T16:49:45.055323,,cellular,0
BB84E101-C54A-4D65-94F0-8548BAFB1D52,2024-08-19T16:50:16.059144,,cellular,0
732BC15F-AABF-4F5E-9C8C-58EA6AC0F08C,2024-08-19T16:52:48.054936,,cellular,0
E5C3714B-D98E-424C-9540-7360B4AAD60E,2024-08-19T17:38:05.075857,,cellular,0
CCD8111D-DF54-4423-BF68-0E207148B915,2024-08-19T17:38:39.059665,,cellular,0
1FA4E7A3-9334-41C3-BBCB-A6BBA6DFD8BC,2024-08-19T17:40:02.065602,,cellular,0
9EDDE63D-55E6-4883-AA0C-952F15E65475,2024-08-19T17:54:27.063338,,cellular,0
D2D7F82E-1413-4AF6-9F98-49B88CE44A3C,2024-08-19T18:33:32.493239,,cellular,0
E74086EB-EB3E-499C-B8CC-079E6BD904CD,2024-08-19T18:35:37.059720,,cellular,0
056A1E4B-72E3-43FB-9418-85095C336F28,2024-08-19T18:38:23.556489,,unknown,0
0F7A5F8C-CDB9-4F5A-9E3E-C514D0B49668,2024-08-19T18:38:33.557133,,unknown,0
FAF5CDED-0EEB-4E01-9D3E-8C7BFD4C186C,2024-08-19T18:46:20.725749,,unknown,0
CA8CB205-6E8D-4CE3-AF53-460CD339FAD2,2024-08-19T20:01:52.055130,,cellular,0
B2CE5D48-1E20-42CE-B929-6CFC93286B69,2024-08-19T21:59:31.039238,,cellular,0
166A5DF3-9A26-4E3C-81C5-5D36DC708CB8,2024-08-19T22:41:28.048932,,cellular,0
